timestamp,time_load,time_train,size_batch
2021-03-10 16:45:01.218573,0.00042366981506347656,0.3374054431915283,5
2021-03-10 16:45:01.266639,0.007767200469970703,0.032848358154296875,150
2021-03-10 16:45:01.286502,0.000986337661743164,0.016150951385498047,20
2021-03-10 16:45:01.304415,0.00037980079650878906,0.015276432037353516,10
2021-03-10 16:45:01.322670,0.00039386749267578125,0.015538454055786133,10
2021-03-10 16:45:01.340987,0.000385284423828125,0.01549673080444336,10
2021-03-10 16:45:01.359342,0.00022077560424804688,0.01582026481628418,5
2021-03-10 16:45:01.377552,0.0003998279571533203,0.015530586242675781,10
2021-03-10 16:45:01.395694,0.0004131793975830078,0.01535487174987793,10
2021-03-10 16:45:01.415439,0.0003094673156738281,0.017122983932495117,5
2021-03-10 16:45:01.433805,0.00041174888610839844,0.01599287986755371,10
2021-03-10 16:45:01.452482,0.0003819465637207031,0.0163266658782959,10
2021-03-10 16:45:01.470102,0.00023174285888671875,0.015241384506225586,5
2021-03-10 16:45:01.488404,0.00038504600524902344,0.015500068664550781,10
2021-03-10 16:45:01.506532,0.00036787986755371094,0.015460729598999023,10
2021-03-10 16:45:01.524369,0.00022220611572265625,0.015833616256713867,5
2021-03-10 16:45:01.543195,0.0003807544708251953,0.016518115997314453,10
2021-03-10 16:45:01.560332,0.00039649009704589844,0.014364004135131836,10
2021-03-10 16:45:01.576798,0.0002319812774658203,0.013916969299316406,5
2021-03-10 16:45:01.593759,0.0003647804260253906,0.014542579650878906,10
2021-03-10 16:45:01.610112,0.0002315044403076172,0.013920307159423828,5
2021-03-10 16:45:01.627040,0.00041937828063964844,0.014076471328735352,10
2021-03-10 16:45:01.643662,0.00025153160095214844,0.014100074768066406,5
2021-03-10 16:45:01.660703,0.0003650188446044922,0.014308452606201172,10
2021-03-10 16:45:01.677219,0.0002205371856689453,0.014403820037841797,5
2021-03-10 16:45:01.694152,0.0003554821014404297,0.014091253280639648,10
2021-03-10 16:45:01.710442,0.00023174285888671875,0.013935089111328125,5
2021-03-10 16:45:01.727774,0.00036644935607910156,0.015016555786132812,10
