x,y_cuml,y_sklearn
5000.0,0.35922443866729736,1.3380942344665527
10000.0,0.029490113258361816,1.4834016561508179
15000.0,0.04010319709777832,1.6693377494812012
20000.0,0.04280364513397217,1.8945415019989014
25000.0,0.05817413330078125,1.9723154306411743
30000.0,0.058894991874694824,2.1629570722579956
35000.0,0.06855893135070801,2.249283790588379
40000.0,0.07323336601257324,2.4031553268432617
45000.0,0.09324324131011963,2.52478563785553
50000.0,0.08537089824676514,2.7041560411453247
55000.0,0.09417426586151123,2.816483974456787
60000.0,0.10206639766693115,2.8961257934570312
65000.0,0.10738539695739746,3.066706895828247
70000.0,0.10886847972869873,3.1705663204193115
75000.0,0.1105198860168457,3.2326741218566895
80000.0,0.10833311080932617,3.4672396183013916
85000.0,0.15715742111206055,3.6544063091278076
90000.0,0.13380861282348633,3.675284504890442
95000.0,0.11975765228271484,3.6954891681671143
100000.0,0.12279152870178223,3.9370769262313843
105000.0,0.1337352991104126,4.002133727073669
110000.0,0.1361309289932251,4.118226408958435
115000.0,0.15903162956237793,4.250130295753479
120000.0,0.1619042158126831,4.395785570144653
125000.0,0.16960549354553223,4.535529375076294
130000.0,0.17412471771240234,4.873875737190247
135000.0,0.15629327297210693,4.828021287918091
140000.0,0.1594792604446411,4.965132474899292
145000.0,0.16363239288330078,5.1087682247161865
150000.0,0.17125630378723145,5.3245707750320435
155000.0,0.2041010856628418,5.428542494773865
160000.0,0.18044042587280273,5.571557879447937
165000.0,0.2163017988204956,5.706802606582642
170000.0,0.2565377950668335,5.840329885482788
175000.0,0.19799745082855225,6.090387344360352
180000.0,0.20288622379302979,6.150923252105713
185000.0,0.20544612407684326,6.547574520111084
190000.0,0.21226954460144043,6.609148859977722
195000.0,0.21811306476593018,6.63558304309845
200000.0,0.2198399305343628,6.731358766555786
