x,y_cuml,y_sklearn
5000.0,0.08387291431427002,0.9164900779724121
10000.0,0.01906275749206543,0.8511853218078613
15000.0,0.023937344551086426,1.017285704612732
20000.0,0.02627122402191162,1.026079535484314
25000.0,0.0341566801071167,1.1097939014434814
30000.0,0.0358278751373291,1.2782227993011475
35000.0,0.04118335247039795,1.3124964237213135
40000.0,0.044316768646240234,1.2551531791687012
45000.0,0.056206464767456055,1.5263739824295044
50000.0,0.05311477184295654,1.4788638353347778
55000.0,0.05527067184448242,1.6727951765060425
60000.0,0.06138932704925537,1.8033394813537598
65000.0,0.06455624103546143,1.836930751800537
70000.0,0.0680772066116333,1.9149558544158936
75000.0,0.07255756855010986,2.0272185802459717
80000.0,0.07627832889556885,2.127805709838867
85000.0,0.09729719161987305,2.1521966457366943
90000.0,0.08214640617370605,2.1957281827926636
95000.0,0.08688795566558838,2.3133246898651123
100000.0,0.23360049724578857,2.4393835067749023
105000.0,0.08851456642150879,2.4873050451278687
110000.0,0.10476791858673096,2.602020025253296
115000.0,0.10156762599945068,2.661218285560608
120000.0,0.10903775691986084,2.790177822113037
125000.0,0.10983455181121826,2.8876336812973022
130000.0,0.10827469825744629,2.953934907913208
135000.0,0.11294448375701904,3.0538986921310425
140000.0,0.11264562606811523,3.0927566289901733
145000.0,0.1176912784576416,3.193591356277466
150000.0,0.12151443958282471,3.291248321533203
155000.0,0.11938643455505371,3.463052272796631
160000.0,0.12652325630187988,3.49897301197052
165000.0,0.1311490535736084,3.577609419822693
170000.0,0.1719820499420166,3.6827985048294067
175000.0,0.1499323844909668,3.7688353061676025
180000.0,0.1403965950012207,3.844934344291687
185000.0,0.14563310146331787,4.015466690063477
190000.0,0.1473451852798462,4.097446799278259
195000.0,0.15843427181243896,4.255323767662048
200000.0,0.16251397132873535,4.331974744796753
