timestamp,nb_url_sent,time_load,time_train,size_batch_training
2021-04-17 23:23:45.255399,1.0,,,
2021-04-17 23:23:45.357001,1.0,,,
2021-04-17 23:23:45.357358,1.0,,,
2021-04-17 23:23:45.357671,1.0,,,
2021-04-17 23:23:45.357982,1.0,,,
2021-04-17 23:23:45.358268,1.0,,,
2021-04-17 23:23:45.358556,1.0,,,
2021-04-17 23:23:45.358834,1.0,,,
2021-04-17 23:23:45.359116,1.0,,,
2021-04-17 23:23:45.360350,1.0,,,
2021-04-17 23:23:45.360679,1.0,,,
2021-04-17 23:23:45.360983,1.0,,,
2021-04-17 23:23:45.361285,1.0,,,
2021-04-17 23:23:45.361590,1.0,,,
2021-04-17 23:23:45.361886,1.0,,,
2021-04-17 23:23:45.362179,1.0,,,
2021-04-17 23:23:45.362470,1.0,,,
2021-04-17 23:23:45.362826,1.0,,,
2021-04-17 23:23:45.363127,1.0,,,
2021-04-17 23:23:45.363421,1.0,,,
2021-04-17 23:23:45.363712,1.0,,,
2021-04-17 23:23:45.364051,1.0,,,
2021-04-17 23:23:45.364353,1.0,,,
2021-04-17 23:23:45.364642,1.0,,,
2021-04-17 23:23:45.364930,1.0,,,
2021-04-17 23:23:45.365279,1.0,,,
2021-04-17 23:23:45.365573,1.0,,,
2021-04-17 23:23:45.365866,1.0,,,
2021-04-17 23:23:45.366155,1.0,,,
2021-04-17 23:23:45.366441,1.0,,,
2021-04-17 23:23:45.366728,1.0,,,
2021-04-17 23:23:45.367013,1.0,,,
2021-04-17 23:23:45.367300,1.0,,,
2021-04-17 23:23:45.367585,1.0,,,
2021-04-17 23:23:45.367992,1.0,,,
2021-04-17 23:23:45.368298,1.0,,,
2021-04-17 23:23:45.368596,1.0,,,
2021-04-17 23:23:45.368887,1.0,,,
2021-04-17 23:23:45.369180,1.0,,,
2021-04-17 23:23:45.374623,1.0,,,
2021-04-17 23:23:45.376869,1.0,,,
2021-04-17 23:23:45.382491,1.0,,,
2021-04-17 23:23:45.383223,1.0,,,
2021-04-17 23:23:45.383549,1.0,,,
2021-04-17 23:23:45.384016,1.0,,,
2021-04-17 23:23:45.384350,1.0,,,
2021-04-17 23:23:45.384802,1.0,,,
2021-04-17 23:23:45.385113,1.0,,,
2021-04-17 23:23:45.385421,1.0,,,
2021-04-17 23:23:45.385724,1.0,,,
2021-04-17 23:23:45.307562,1.0,,,
2021-04-17 23:23:45.408875,1.0,,,
2021-04-17 23:23:45.409412,1.0,,,
2021-04-17 23:23:45.409727,1.0,,,
2021-04-17 23:23:45.410039,1.0,,,
2021-04-17 23:23:45.410502,1.0,,,
2021-04-17 23:23:45.410985,1.0,,,
2021-04-17 23:23:45.411430,1.0,,,
2021-04-17 23:23:45.411883,1.0,,,
2021-04-17 23:23:45.412374,1.0,,,
2021-04-17 23:23:45.413702,1.0,,,
2021-04-17 23:23:45.414018,1.0,,,
2021-04-17 23:23:45.414322,1.0,,,
2021-04-17 23:23:45.414621,1.0,,,
2021-04-17 23:23:45.414918,1.0,,,
2021-04-17 23:23:45.415297,1.0,,,
2021-04-17 23:23:45.415597,1.0,,,
2021-04-17 23:23:45.415887,1.0,,,
2021-04-17 23:23:45.416207,1.0,,,
2021-04-17 23:23:45.416575,1.0,,,
