timestamp,nb_url_sent,time_load,time_train,size_batch_training
2021-04-17 23:00:01.616990,1.0,,,
2021-04-17 23:00:01.718826,1.0,,,
2021-04-17 23:00:01.719182,1.0,,,
2021-04-17 23:00:01.719492,1.0,,,
2021-04-17 23:00:01.719798,1.0,,,
2021-04-17 23:00:01.720113,1.0,,,
2021-04-17 23:00:01.720415,1.0,,,
2021-04-17 23:00:01.720698,1.0,,,
2021-04-17 23:00:01.720986,1.0,,,
2021-04-17 23:00:01.722210,1.0,,,
2021-04-17 23:00:01.722533,1.0,,,
2021-04-17 23:00:01.722841,1.0,,,
2021-04-17 23:00:01.723151,1.0,,,
2021-04-17 23:00:01.723541,1.0,,,
2021-04-17 23:00:01.723845,1.0,,,
2021-04-17 23:00:01.724168,1.0,,,
2021-04-17 23:00:01.724473,1.0,,,
2021-04-17 23:00:01.724833,1.0,,,
2021-04-17 23:00:01.725164,1.0,,,
2021-04-17 23:00:01.730604,1.0,,,
2021-04-17 23:00:01.732703,1.0,,,
2021-04-17 23:00:01.733051,1.0,,,
2021-04-17 23:00:01.733375,1.0,,,
2021-04-17 23:00:01.733688,1.0,,,
2021-04-17 23:00:01.734011,1.0,,,
2021-04-17 23:00:01.734393,1.0,,,
2021-04-17 23:00:01.734707,1.0,,,
2021-04-17 23:00:01.735011,1.0,,,
2021-04-17 23:00:01.735323,1.0,,,
2021-04-17 23:00:01.735621,1.0,,,
2021-04-17 23:00:01.735925,1.0,,,
2021-04-17 23:00:01.736259,1.0,,,
2021-04-17 23:00:01.736568,1.0,,,
2021-04-17 23:00:01.736866,1.0,,,
2021-04-17 23:00:01.742446,1.0,,,
2021-04-17 23:00:01.743747,1.0,,,
2021-04-17 23:00:01.749209,1.0,,,
2021-04-17 23:00:01.750392,1.0,,,
2021-04-17 23:00:01.750860,1.0,,,
2021-04-17 23:00:01.751193,1.0,,,
2021-04-17 23:00:01.751582,1.0,,,
2021-04-17 23:00:01.757080,1.0,,,
2021-04-17 23:00:01.763587,1.0,,,
2021-04-17 23:00:01.764733,1.0,,,
2021-04-17 23:00:01.765126,1.0,,,
2021-04-17 23:00:01.765408,1.0,,,
2021-04-17 23:00:01.765692,1.0,,,
2021-04-17 23:00:01.765973,1.0,,,
2021-04-17 23:00:01.766252,1.0,,,
2021-04-17 23:00:01.766539,1.0,,,
2021-04-17 23:00:01.669017,1.0,,,
2021-04-17 23:00:01.771176,1.0,,,
2021-04-17 23:00:01.771514,1.0,,,
2021-04-17 23:00:01.771807,1.0,,,
2021-04-17 23:00:01.772165,1.0,,,
2021-04-17 23:00:01.772474,1.0,,,
2021-04-17 23:00:01.772783,1.0,,,
