timestamp,nb_url_sent
2021-04-17 12:05:18.817865,1
2021-04-17 12:05:18.923155,1
2021-04-17 12:05:18.926790,1
2021-04-17 12:05:18.928008,1
2021-04-17 12:05:18.928544,1
2021-04-17 12:05:18.929009,1
2021-04-17 12:05:18.929447,1
2021-04-17 12:05:18.929903,1
2021-04-17 12:05:18.930326,1
2021-04-17 12:05:18.930755,1
2021-04-17 12:05:18.931163,1
2021-04-17 12:05:18.931578,1
2021-04-17 12:05:18.932137,1
2021-04-17 12:05:18.932628,1
2021-04-17 12:05:18.933094,1
2021-04-17 12:05:18.933592,1
2021-04-17 12:05:18.934077,1
2021-04-17 12:05:18.934538,1
2021-04-17 12:05:18.934992,1
2021-04-17 12:05:18.935442,1
2021-04-17 12:05:18.936000,1
2021-04-17 12:05:18.936480,1
2021-04-17 12:05:18.936934,1
2021-04-17 12:05:18.937388,1
2021-04-17 12:05:18.938073,1
2021-04-17 12:05:18.938549,1
2021-04-17 12:05:18.939014,1
2021-04-17 12:05:18.939472,1
2021-04-17 12:05:18.940030,1
2021-04-17 12:05:18.940509,1
2021-04-17 12:05:18.940970,1
2021-04-17 12:05:18.941425,1
2021-04-17 12:05:18.941941,1
2021-04-17 12:05:18.942405,1
2021-04-17 12:05:18.942895,1
2021-04-17 12:05:18.943353,1
2021-04-17 12:05:18.943810,1
2021-04-17 12:05:18.944370,1
2021-04-17 12:05:18.944860,1
2021-04-17 12:05:18.945571,1
2021-04-17 12:05:18.946398,1
2021-04-17 12:05:18.947083,1
2021-04-17 12:05:18.947878,1
2021-04-17 12:05:18.948502,1
2021-04-17 12:05:18.949197,1
2021-04-17 12:05:18.949850,1
2021-04-17 12:05:18.950355,1
2021-04-17 12:05:18.950830,1
2021-04-17 12:05:18.951297,1
2021-04-17 12:05:18.951760,1
2021-04-17 12:05:18.867030,1
2021-04-17 12:05:18.844411,1
2021-04-17 12:05:18.949077,1
2021-04-17 12:05:18.949682,1
2021-04-17 12:05:18.950163,1
2021-04-17 12:05:18.950607,1
2021-04-17 12:05:18.951254,1
2021-04-17 12:05:18.951712,1
2021-04-17 12:05:18.952160,1
2021-04-17 12:05:18.952599,1
2021-04-17 12:05:18.953034,1
2021-04-17 12:05:18.953921,1
2021-04-17 12:05:18.954431,1
2021-04-17 12:05:18.954915,1
2021-04-17 12:05:18.955386,1
2021-04-17 12:05:18.955849,1
2021-04-17 12:05:18.956311,1
2021-04-17 12:05:18.956769,1
2021-04-17 12:05:18.957227,1
2021-04-17 12:05:18.957723,1
2021-04-17 12:05:18.958385,1
2021-04-17 12:05:18.958881,1
2021-04-17 12:05:18.959350,1
2021-04-17 12:05:18.959813,1
2021-04-17 12:05:18.960269,1
2021-04-17 12:05:18.960731,1
2021-04-17 12:05:18.961194,1
2021-04-17 12:05:18.961701,1
2021-04-17 12:05:18.962177,1
2021-04-17 12:05:18.962741,1
2021-04-17 12:05:18.963224,1
2021-04-17 12:05:18.963703,1
2021-04-17 12:05:18.964180,1
2021-04-17 12:05:18.964639,1
2021-04-17 12:05:18.965100,1
2021-04-17 12:05:18.965595,1
2021-04-17 12:05:18.966081,1
2021-04-17 12:05:18.966667,1
2021-04-17 12:05:18.969731,1
2021-04-17 12:05:18.970819,1
2021-04-17 12:05:18.971819,1
2021-04-17 12:05:18.972802,1
2021-04-17 12:05:18.973774,1
2021-04-17 12:05:18.981797,1
2021-04-17 12:05:18.982756,1
2021-04-17 12:05:18.983852,1
2021-04-17 12:05:18.984358,1
2021-04-17 12:05:18.984872,1
2021-04-17 12:05:18.985255,1
2021-04-17 12:05:18.985659,1
2021-04-17 12:05:18.986012,1
2021-04-17 12:05:18.986353,1
2021-04-17 12:05:18.986692,1
2021-04-17 12:05:18.987130,1
2021-04-17 12:05:18.987500,1
2021-04-17 12:05:18.987851,1
2021-04-17 12:05:18.988201,1
2021-04-17 12:05:18.993892,1
2021-04-17 12:05:18.991507,1
2021-04-17 12:05:18.992665,1
2021-04-17 12:05:18.992956,1
2021-04-17 12:05:18.993187,1
2021-04-17 12:05:18.993406,1
2021-04-17 12:05:18.993711,1
2021-04-17 12:05:18.993924,1
2021-04-17 12:05:18.995336,1
2021-04-17 12:05:18.996072,1
2021-04-17 12:05:18.996309,1
2021-04-17 12:05:18.996533,1
2021-04-17 12:05:18.996824,1
2021-04-17 12:05:18.997071,1
2021-04-17 12:05:18.997309,1
2021-04-17 12:05:18.997557,1
2021-04-17 12:05:18.997798,1
2021-04-17 12:05:18.998034,1
2021-04-17 12:05:18.998267,1
2021-04-17 12:05:18.998500,1
2021-04-17 12:05:18.998794,1
2021-04-17 12:05:18.999039,1
2021-04-17 12:05:18.999276,1
2021-04-17 12:05:18.999519,1
2021-04-17 12:05:18.999752,1
2021-04-17 12:05:18.999992,1
2021-04-17 12:05:19.000208,1
2021-04-17 12:05:19.000422,1
2021-04-17 12:05:19.000639,1
