timestamp,nb_url_sent,time_load,time_train,size_batch_training
2021-04-18 00:23:28.419099,1.0,,,
2021-04-18 00:23:28.520741,1.0,,,
2021-04-18 00:23:28.520897,1.0,,,
2021-04-18 00:23:28.521013,1.0,,,
2021-04-18 00:23:28.521124,1.0,,,
2021-04-18 00:23:28.521229,1.0,,,
2021-04-18 00:23:28.521335,1.0,,,
2021-04-18 00:23:28.521436,1.0,,,
2021-04-18 00:23:28.521541,1.0,,,
2021-04-18 00:23:28.521871,1.0,,,
2021-04-18 00:23:28.522032,1.0,,,
2021-04-18 00:23:28.522160,1.0,,,
2021-04-18 00:23:28.432156,1.0,,,
2021-04-18 00:23:28.533766,1.0,,,
2021-04-18 00:23:28.533928,1.0,,,
2021-04-18 00:23:28.534041,1.0,,,
2021-04-18 00:23:28.534145,1.0,,,
2021-04-18 00:23:28.534249,1.0,,,
2021-04-18 00:23:28.534350,1.0,,,
2021-04-18 00:23:28.534452,1.0,,,
2021-04-18 00:23:28.534549,1.0,,,
2021-04-18 00:23:28.534832,1.0,,,
2021-04-18 00:23:28.534964,1.0,,,
2021-04-18 00:23:28.535074,1.0,,,
2021-04-18 00:23:28.535176,1.0,,,
2021-04-18 00:23:28.535279,1.0,,,
2021-04-18 00:23:28.535382,1.0,,,
2021-04-18 00:23:28.535484,1.0,,,
2021-04-18 00:23:28.535585,1.0,,,
2021-04-18 00:23:28.535685,1.0,,,
2021-04-18 00:23:28.535816,1.0,,,
2021-04-18 00:23:28.535922,1.0,,,
2021-04-18 00:23:28.536025,1.0,,,
2021-04-18 00:23:28.536124,1.0,,,
2021-04-18 00:23:28.536229,1.0,,,
2021-04-18 00:23:28.536330,1.0,,,
2021-04-18 00:23:28.536430,1.0,,,
2021-04-18 00:23:28.536528,1.0,,,
2021-04-18 00:23:28.536657,1.0,,,
2021-04-18 00:23:28.536761,1.0,,,
2021-04-18 00:23:28.536863,1.0,,,
2021-04-18 00:23:28.536964,1.0,,,
2021-04-18 00:23:28.537064,1.0,,,
2021-04-18 00:23:28.537167,1.0,,,
2021-04-18 00:23:28.537267,1.0,,,
2021-04-18 00:23:28.537366,1.0,,,
2021-04-18 00:23:28.537493,1.0,,,
2021-04-18 00:23:28.537599,1.0,,,
2021-04-18 00:23:28.537700,1.0,,,
2021-04-18 00:23:28.537799,1.0,,,
2021-04-18 00:23:28.430295,1.0,,,
2021-04-18 00:23:28.532292,1.0,,,
2021-04-18 00:23:28.532457,1.0,,,
2021-04-18 00:23:28.532575,1.0,,,
2021-04-18 00:23:28.532680,1.0,,,
2021-04-18 00:23:28.532783,1.0,,,
2021-04-18 00:23:28.532884,1.0,,,
2021-04-18 00:23:28.532984,1.0,,,
2021-04-18 00:23:28.533086,1.0,,,
2021-04-18 00:23:28.533190,1.0,,,
2021-04-18 00:23:28.533486,1.0,,,
2021-04-18 00:23:28.533619,1.0,,,
2021-04-18 00:23:28.533724,1.0,,,
2021-04-18 00:23:28.533843,1.0,,,
2021-04-18 00:23:28.534079,1.0,,,
2021-04-18 00:23:28.534183,1.0,,,
2021-04-18 00:23:28.534284,1.0,,,
2021-04-18 00:23:28.534386,1.0,,,
2021-04-18 00:23:28.534487,1.0,,,
2021-04-18 00:23:28.534621,1.0,,,
2021-04-18 00:23:28.534728,1.0,,,
2021-04-18 00:23:28.534833,1.0,,,
2021-04-18 00:23:28.534934,1.0,,,
2021-04-18 00:23:28.535035,1.0,,,
2021-04-18 00:23:28.535135,1.0,,,
2021-04-18 00:23:28.535234,1.0,,,
2021-04-18 00:23:28.535333,1.0,,,
2021-04-18 00:23:28.535461,1.0,,,
2021-04-18 00:23:28.535568,1.0,,,
2021-04-18 00:23:28.535669,1.0,,,
2021-04-18 00:23:28.535769,1.0,,,
2021-04-18 00:23:28.535870,1.0,,,
2021-04-18 00:23:28.535970,1.0,,,
2021-04-18 00:23:28.536070,1.0,,,
2021-04-18 00:23:28.536170,1.0,,,
2021-04-18 00:23:28.536268,1.0,,,
2021-04-18 00:23:28.536396,1.0,,,
2021-04-18 00:23:28.536502,1.0,,,
2021-04-18 00:23:28.536604,1.0,,,
2021-04-18 00:23:28.536703,1.0,,,
2021-04-18 00:23:28.536804,1.0,,,
2021-04-18 00:23:28.536903,1.0,,,
