timestamp,nb_url_sent,time_load,time_train,size_batch_training
2021-04-18 00:05:28.303613,1.0,,,
2021-04-18 00:05:28.405071,1.0,,,
2021-04-18 00:05:28.405218,1.0,,,
2021-04-18 00:05:28.405330,1.0,,,
2021-04-18 00:05:28.405440,1.0,,,
2021-04-18 00:05:28.405542,1.0,,,
2021-04-18 00:05:28.405644,1.0,,,
2021-04-18 00:05:28.405744,1.0,,,
2021-04-18 00:05:28.405857,1.0,,,
2021-04-18 00:05:28.406587,1.0,,,
2021-04-18 00:05:28.406772,1.0,,,
2021-04-18 00:05:28.406899,1.0,,,
2021-04-18 00:05:28.407023,1.0,,,
2021-04-18 00:05:28.407143,1.0,,,
2021-04-18 00:05:28.407258,1.0,,,
2021-04-18 00:05:28.407373,1.0,,,
2021-04-18 00:05:28.407489,1.0,,,
2021-04-18 00:05:28.407634,1.0,,,
2021-04-18 00:05:28.407752,1.0,,,
2021-04-18 00:05:28.407866,1.0,,,
2021-04-18 00:05:28.407980,1.0,,,
2021-04-18 00:05:28.408090,1.0,,,
2021-04-18 00:05:28.408196,1.0,,,
2021-04-18 00:05:28.408302,1.0,,,
2021-04-18 00:05:28.408405,1.0,,,
2021-04-18 00:05:28.408537,1.0,,,
2021-04-18 00:05:28.408649,1.0,,,
2021-04-18 00:05:28.408754,1.0,,,
2021-04-18 00:05:28.408861,1.0,,,
2021-04-18 00:05:28.408963,1.0,,,
2021-04-18 00:05:28.409063,1.0,,,
2021-04-18 00:05:28.409166,1.0,,,
2021-04-18 00:05:28.409266,1.0,,,
2021-04-18 00:05:28.409367,1.0,,,
2021-04-18 00:05:28.409495,1.0,,,
2021-04-18 00:05:28.409601,1.0,,,
2021-04-18 00:05:28.409706,1.0,,,
2021-04-18 00:05:28.409809,1.0,,,
2021-04-18 00:05:28.409924,1.0,,,
2021-04-18 00:05:28.419310,1.0,,,
2021-04-18 00:05:28.419639,1.0,,,
2021-04-18 00:05:28.419764,1.0,,,
2021-04-18 00:05:28.419903,1.0,,,
2021-04-18 00:05:28.420015,1.0,,,
2021-04-18 00:05:28.420124,1.0,,,
2021-04-18 00:05:28.420230,1.0,,,
2021-04-18 00:05:28.420335,1.0,,,
2021-04-18 00:05:28.420513,1.0,,,
2021-04-18 00:05:28.420629,1.0,,,
2021-04-18 00:05:28.420738,1.0,,,
2021-04-18 00:05:28.336976,1.0,,,
2021-04-18 00:05:28.438505,1.0,,,
2021-04-18 00:05:28.438665,1.0,,,
2021-04-18 00:05:28.438777,1.0,,,
2021-04-18 00:05:28.438879,1.0,,,
2021-04-18 00:05:28.438982,1.0,,,
2021-04-18 00:05:28.439083,1.0,,,
2021-04-18 00:05:28.439186,1.0,,,
2021-04-18 00:05:28.439293,1.0,,,
2021-04-18 00:05:28.439393,1.0,,,
2021-04-18 00:05:28.440101,1.0,,,
2021-04-18 00:05:28.440280,1.0,,,
2021-04-18 00:05:28.440394,1.0,,,
2021-04-18 00:05:28.440500,1.0,,,
2021-04-18 00:05:28.440607,1.0,,,
2021-04-18 00:05:28.440713,1.0,,,
2021-04-18 00:05:28.440816,1.0,,,
2021-04-18 00:05:28.440918,1.0,,,
2021-04-18 00:05:28.441021,1.0,,,
2021-04-18 00:05:28.441158,1.0,,,
2021-04-18 00:05:28.441267,1.0,,,
2021-04-18 00:05:28.441368,1.0,,,
2021-04-18 00:05:28.441470,1.0,,,
2021-04-18 00:05:28.441571,1.0,,,
2021-04-18 00:05:28.441676,1.0,,,
2021-04-18 00:05:28.441775,1.0,,,
2021-04-18 00:05:28.441890,1.0,,,
2021-04-18 00:05:28.441992,1.0,,,
2021-04-18 00:05:28.442124,1.0,,,
2021-04-18 00:05:28.442231,1.0,,,
2021-04-18 00:05:28.442333,1.0,,,
2021-04-18 00:05:28.442434,1.0,,,
2021-04-18 00:05:28.442532,1.0,,,
2021-04-18 00:05:28.442632,1.0,,,
2021-04-18 00:05:28.442740,1.0,,,
2021-04-18 00:05:28.442840,1.0,,,
2021-04-18 00:05:28.337801,1.0,,,
2021-04-18 00:05:28.443835,1.0,,,
2021-04-18 00:05:28.443979,1.0,,,
2021-04-18 00:05:28.444087,1.0,,,
2021-04-18 00:05:28.444193,1.0,,,
2021-04-18 00:05:28.444303,1.0,,,
2021-04-18 00:05:28.444402,1.0,,,
2021-04-18 00:05:28.444505,1.0,,,
2021-04-18 00:05:28.444603,1.0,,,
2021-04-18 00:05:28.445246,1.0,,,
2021-04-18 00:05:28.445420,1.0,,,
2021-04-18 00:05:28.445537,1.0,,,
2021-04-18 00:05:28.445644,1.0,,,
2021-04-18 00:05:28.445749,1.0,,,
2021-04-18 00:05:28.445867,1.0,,,
2021-04-18 00:05:28.445969,1.0,,,
2021-04-18 00:05:28.446070,1.0,,,
2021-04-18 00:05:28.446173,1.0,,,
2021-04-18 00:05:28.446308,1.0,,,
2021-04-18 00:05:28.446419,1.0,,,
2021-04-18 00:05:28.446521,1.0,,,
2021-04-18 00:05:28.446622,1.0,,,
2021-04-18 00:05:28.446722,1.0,,,
2021-04-18 00:05:28.446824,1.0,,,
2021-04-18 00:05:28.446923,1.0,,,
2021-04-18 00:05:28.447023,1.0,,,
2021-04-18 00:05:28.447153,1.0,,,
2021-04-18 00:05:28.447261,1.0,,,
2021-04-18 00:05:28.447362,1.0,,,
2021-04-18 00:05:28.447463,1.0,,,
2021-04-18 00:05:28.447564,1.0,,,
2021-04-18 00:05:28.447664,1.0,,,
2021-04-18 00:05:28.447762,1.0,,,
2021-04-18 00:05:28.447859,1.0,,,
2021-04-18 00:05:28.447955,1.0,,,
2021-04-18 00:05:28.448081,1.0,,,
2021-04-18 00:05:28.448184,1.0,,,
2021-04-18 00:05:28.448286,1.0,,,
2021-04-18 00:05:28.448385,1.0,,,
2021-04-18 00:05:28.448484,1.0,,,
2021-04-18 00:05:28.448582,1.0,,,
2021-04-18 00:05:28.448680,1.0,,,
2021-04-18 00:05:28.448780,1.0,,,
2021-04-18 00:05:28.448908,1.0,,,
2021-04-18 00:05:28.449014,1.0,,,
2021-04-18 00:05:28.449117,1.0,,,
2021-04-18 00:05:28.449219,1.0,,,
2021-04-18 00:05:28.449320,1.0,,,
2021-04-18 00:05:28.449420,1.0,,,
2021-04-18 00:05:28.449519,1.0,,,
2021-04-18 00:05:28.361072,1.0,,,
2021-04-18 00:05:28.462860,1.0,,,
2021-04-18 00:05:28.463019,1.0,,,
2021-04-18 00:05:28.463131,1.0,,,
2021-04-18 00:05:28.463239,1.0,,,
2021-04-18 00:05:28.463347,1.0,,,
2021-04-18 00:05:28.463451,1.0,,,
2021-04-18 00:05:28.463550,1.0,,,
2021-04-18 00:05:28.463645,1.0,,,
2021-04-18 00:05:28.463742,1.0,,,
2021-04-18 00:05:28.469271,1.0,,,
2021-04-18 00:05:28.454593,1.0,,,
2021-04-18 00:05:28.454864,1.0,,,
2021-04-18 00:05:28.454987,1.0,,,
2021-04-18 00:05:28.455099,1.0,,,
2021-04-18 00:05:28.455204,1.0,,,
2021-04-18 00:05:28.455309,1.0,,,
2021-04-18 00:05:28.455412,1.0,,,
2021-04-18 00:05:28.455515,1.0,,,
2021-04-18 00:05:28.455616,1.0,,,
2021-04-18 00:05:28.455820,1.0,,,
2021-04-18 00:05:28.455939,1.0,,,
2021-04-18 00:05:28.456046,1.0,,,
2021-04-18 00:05:28.456149,1.0,,,
2021-04-18 00:05:28.456251,1.0,,,
2021-04-18 00:05:28.471524,1.0,,,
2021-04-18 00:05:28.471776,1.0,,,
2021-04-18 00:05:28.471898,1.0,,,
2021-04-18 00:05:28.472006,1.0,,,
2021-04-18 00:05:28.472106,1.0,,,
2021-04-18 00:05:28.472204,1.0,,,
2021-04-18 00:05:28.472299,1.0,,,
2021-04-18 00:05:28.472395,1.0,,,
2021-04-18 00:05:28.472490,1.0,,,
2021-04-18 00:05:28.472588,1.0,,,
2021-04-18 00:05:28.472722,1.0,,,
2021-04-18 00:05:28.472831,1.0,,,
2021-04-18 00:05:28.472932,1.0,,,
2021-04-18 00:05:28.473034,1.0,,,
2021-04-18 00:05:28.473135,1.0,,,
2021-04-18 00:05:28.473236,1.0,,,
2021-04-18 00:05:28.473336,1.0,,,
2021-04-18 00:05:28.473436,1.0,,,
2021-04-18 00:05:28.473535,1.0,,,
2021-04-18 00:05:28.473664,1.0,,,
2021-04-18 00:05:28.473770,1.0,,,
